Type,Date,StrikePrice,Open,High,Low,Close,Vol/Prev,CE/PE,OI,COI,Volume
CE,2022-06-14,16500.0,45.05,66.75,40.35,44.65,0.57,5.663065270661617,2147050,125000,50843
CE,2022-06-15,16500.0,44.05,50.95,38.75,40.6,0.74,8.794955628211117,2255050,108000,37660
CE,2022-06-16,16500.0,50.0,50.0,12.15,13.15,2.7,11.939732142857142,2293750,38700,101631
CE,2022-06-17,16500.0,13.0,14.4,7.05,7.8,0.66,17.155273189326557,2311500,17750,67506
CE,2022-06-20,16500.0,7.9,8.35,3.75,4.55,0.69,32.08914996544575,2329950,18450,46433
CE,2022-06-21,16500.0,4.7,11.7,4.3,8.0,2.35,28.996544391281233,2453450,123500,109085
CE,2022-06-22,16500.0,7.45,7.55,3.7,4.0,0.57,21.17201757350456,2542400,88950,62648
CE,2022-06-23,16500.0,4.15,5.75,2.65,3.15,3.28,39.18870444571647,4759800,2217400,205388
CE,2022-06-24,16500.0,3.5,5.35,2.8,2.95,4.1,163.8961695508458,6520300,1760500,842918
CE,2022-06-27,16500.0,4.1,8.0,2.25,2.8,1.69,110.80150714729646,8374300,1854000,1426237
CE,2022-06-28,16500.0,2.5,2.75,1.5,1.7,0.58,72.70848225961119,8452650,78350,834039
CE,2022-06-29,16500.0,1.75,1.75,0.7,0.8,0.82,102.19943232745743,8156500,-296150,684123
CE,2022-06-30,16500.0,0.7,0.8,0.05,0.05,0.58,61.37105465742879,5820150,-2336350,398605
CE,2022-06-01,17000.0,144.7,182.4,122.0,137.85,0,6.781096125026761,2254350,88700,63349
CE,2022-06-02,17000.0,124.65,169.95,115.0,164.3,0.66,6.812734082397004,2212000,-42350,41837
CE,2022-06-03,17000.0,206.0,236.85,144.0,150.0,1.27,3.920230871688619,2128550,-83450,52978
CE,2022-06-06,17000.0,124.45,147.05,110.6,133.25,0.81,5.388783868935097,2162450,33900,42760
CE,2022-06-07,17000.0,107.0,115.9,85.6,93.15,1.15,11.832488534878108,2322050,159600,49022
CE,2022-06-08,17000.0,100.0,110.85,65.2,69.75,1.25,11.16970802919708,2415450,93400,61210
CE,2022-06-09,17000.0,60.0,83.0,55.45,78.8,0.74,7.597691535630646,2375800,-39650,45419
CE,2022-06-10,17000.0,52.25,54.45,36.25,39.25,1.46,16.542394014962593,2440100,64300,66335
CE,2022-06-13,17000.0,24.0,24.0,15.2,16.4,1.13,10.675064047822374,2566400,126300,75003
CE,2022-06-14,17000.0,15.05,17.5,11.8,12.25,0.48,10.452133794694348,2502800,-63600,36248
CE,2022-06-15,17000.0,13.2,14.35,10.4,11.0,0.75,22.755686604886268,2591300,88500,27011
CE,2022-06-16,17000.0,10.8,13.0,5.5,6.1,2.13,6.258633838108726,2339150,-252150,57448
CE,2022-06-17,17000.0,5.7,5.75,4.1,4.4,0.58,30.26027397260274,2453650,114500,33135
CE,2022-06-20,17000.0,4.35,4.7,2.95,3.3,0.51,19.718424101969873,2404150,-49500,17017
CE,2022-06-21,17000.0,3.3,4.15,2.65,3.45,2.23,30.984515077424614,2561500,157350,38018
CE,2022-06-22,17000.0,3.15,3.75,2.55,2.8,0.77,40.38134430727023,2472550,-88950,29438
CE,2022-06-23,17000.0,2.85,3.0,1.25,1.6,2.13,40.9,3259600,787050,62577
CE,2022-06-24,17000.0,1.75,1.85,1.2,1.3,3.74,171.08851499634235,4163600,904000,233878
CE,2022-06-27,17000.0,1.3,2.0,0.95,1.1,0.88,88.20438898450946,5042300,878700,204987
