Type,Date,StrikePrice,Open,High,Low,Close,Vol/Prev,CE/PE,OI,COI,Volume
CE,2022-02-07,17000.0,581.0,639.95,370.65,410.65,2.13,0.13449076410618754,624600,34800,13324
CE,2022-02-08,17000.0,422.2,456.5,312.0,423.6,1.95,0.23383886597381076,685200,60600,25965
CE,2022-02-09,17000.0,466.0,564.35,448.8,554.05,0.39,0.12931875352944197,584150,-101050,10076
CE,2022-02-10,17000.0,588.3,698.0,528.15,662.4,0.56,0.07524145044405449,560900,-23250,5617
CE,2022-02-11,17000.0,619.0,619.0,414.6,457.85,2.07,0.09246820634440607,582600,21700,11619
CE,2022-02-14,17000.0,320.4,320.4,180.0,192.2,15.19,0.7209330827682,1465300,882700,176470
CE,2022-02-15,17000.0,206.05,477.0,172.6,463.25,1.18,0.7451199685562682,1120500,-344800,208533
CE,2022-02-16,17000.0,481.6,548.1,366.65,422.8,0.17,0.12731454738323547,938650,-181850,36366
CE,2022-02-17,17000.0,443.05,501.25,368.45,407.1,0.73,0.06791913405970666,985850,47200,26655
CE,2022-02-18,17000.0,371.3,466.8,363.2,381.9,3.37,0.08955127124687212,1109200,123350,89791
CE,2022-02-21,17000.0,302.3,408.0,227.4,286.0,3.1,0.16306581111976953,1248300,139100,278731
CE,2022-02-22,17000.0,150.0,232.95,87.85,182.8,8.05,1.1143047365039773,3352250,2103950,2244417
CE,2022-02-23,17000.0,215.0,255.85,106.3,128.0,0.28,0.24586244276374283,2514150,-838100,630751
CE,2022-02-24,17000.0,25.0,28.0,0.05,0.15,3.37,7.178420334126297,4010400,1496250,2124353
CE,2022-02-01,17500.0,373.5,444.0,221.8,383.2,0,1.0937118364967184,1438000,184000,138815
CE,2022-02-02,17500.0,449.9,484.85,412.0,473.35,0.23,0.5385667950537198,1061200,-376800,31881
CE,2022-02-03,17500.0,450.0,463.4,300.0,325.15,0.83,0.5050353424032834,1116800,55600,26579
CE,2022-02-04,17500.0,337.0,361.35,277.4,302.5,2.82,0.6367441544548403,1262800,146000,74997
CE,2022-02-07,17500.0,273.0,298.6,146.85,160.5,1.57,1.5138537749772205,1706050,443250,117961
CE,2022-02-08,17500.0,160.2,177.5,105.0,157.2,0.79,2.7326493307388406,1763100,57050,92686
CE,2022-02-09,17500.0,180.35,225.3,166.45,219.7,0.95,2.2276834299309054,1761250,-1850,88018
CE,2022-02-10,17500.0,245.0,309.85,204.95,280.85,1.21,0.9226387197773526,1668150,-93100,106085
CE,2022-02-11,17500.0,181.1,194.05,139.45,159.7,1.46,1.7401776678286291,2066800,398650,154754
CE,2022-02-14,17500.0,99.0,99.0,46.2,51.1,0.91,4.642883157302255,2276550,209750,140229
CE,2022-02-15,17500.0,58.8,165.4,38.85,158.75,1.37,7.844490593696555,2180250,-96300,192645
